"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","preferredForEnToAr","preferredForArToEn","directionReason","partOfSpeech","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason","sense"
"163","4","ITEMS","العناصر","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of ITEMS. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to COMPONENTS, ELEMENTS. Does not restrict EN → AR.","noun","stage3a:h163:t4","review","uncertain","العناصر","العناصر","العناصر","البنود","false","",""
"164","0","COMPANY","شركه","review","uncertain","medium","needs-linguistic-confirmation","COMPANY → شركه: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h164:t0","review","uncertain","شركه","شركه","شركه","الشركة","false","",""
"164","1","COMPANY","شركة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of COMPANY in the business organization sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CORPORATE, CORPORATION, FIRM. Does not restrict EN → AR.","noun","stage3a:h164:t1","review","uncertain","شركة","شركة","شركة","الشركة","false","","business organization"
"164","2","COMPANY","الشركة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of COMPANY in the business organization sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CORPORATE, CORPORATION, FIRM. Does not restrict EN → AR.","noun","stage3a:h164:t2","review","uncertain","الشركة","الشركة","الشركة","الشركة","false","","business organization"
"164","3","COMPANY","رفقة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of COMPANY in the companionship sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h164:t3","review","uncertain","رفقة","رفقة","رفقة","الشركة","false","","companionship"
"165","0","READ","قرا","review","uncertain","medium","needs-linguistic-confirmation","READ → قرا: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","","","","","stage3a:h165:t0","review","uncertain","قرا","قرا","قرا","قراءة","false","",""
"165","1","READ","قرات","review","uncertain","medium","needs-linguistic-confirmation","READ → قرات: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","","","","","stage3a:h165:t1","review","uncertain","قرات","قرات","قرات","قراءة","false","",""
"165","2","READ","القراءة","review","uncertain","medium","needs-linguistic-confirmation","READ → القراءة: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","","","","","stage3a:h165:t2","review","uncertain","القراءة","القراءة","القراءة","قراءة","false","",""
"165","3","READ","قراءة","review","uncertain","medium","needs-linguistic-confirmation","READ → قراءة: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","","","","","stage3a:h165:t3","review","uncertain","قراءة","قراءة","قراءة","قراءة","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"165","4","READ","اقرا","review","uncertain","medium","needs-linguistic-confirmation","READ → اقرا: Past/present English homograph and Arabic verbal-noun/imperative spelling need verification.","AI-assisted linguistic review","","false","","","","","stage3a:h165:t4","review","uncertain","اقرا","اقرا","اقرا","قراءة","false","",""
"166","0","GROUP","مجموعة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of GROUP. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BUNCH, CLUSTER, COLLECTION, SET. Does not restrict EN → AR.","noun","stage3a:h166:t0","review","uncertain","مجموعة","مجموعة","مجموعة","المجموعة","false","",""
"166","1","GROUP","المجموعة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of GROUP. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to BUNCH, CLUSTER, COLLECTION, SET. Does not restrict EN → AR.","noun","stage3a:h166:t1","review","uncertain","المجموعة","المجموعة","المجموعة","المجموعة","false","",""
"168","0","NEED","حاجة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NEED. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","","","noun","stage3a:h168:t0","review","uncertain","حاجة","حاجة","حاجة","حاجة","false","",""
"168","1","NEED","الحاجة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of NEED. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h168:t1","review","uncertain","الحاجة","الحاجة","الحاجة","حاجة","false","",""
"169","0","MANY","كثير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MANY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LOT, LOTS, MUCH, PLENTY. Does not restrict EN → AR.","quantifier","stage3a:h169:t0","review","uncertain","كثير","كثير","كثير","كثيرة","false","",""
"169","1","MANY","العديد","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MANY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","quantifier","stage3a:h169:t1","review","uncertain","العديد","العديد","العديد","كثيرة","false","",""
"169","2","MANY","الكثيرون","review","uncertain","medium","needs-linguistic-confirmation","MANY → الكثيرون: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h169:t2","review","uncertain","الكثيرون","الكثيرون","الكثيرون","كثيرة","false","",""
"169","3","MANY","كثيرون","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MANY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","quantifier","stage3a:h169:t3","review","uncertain","كثيرون","كثيرون","كثيرون","كثيرة","false","",""
"169","4","MANY","الكثير","review","uncertain","medium","needs-linguistic-confirmation","MANY → الكثير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h169:t4","review","uncertain","الكثير","الكثير","الكثير","كثيرة","false","",""
"169","5","MANY","كثيرة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of MANY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","quantifier","stage3a:h169:t5","review","uncertain","كثيرة","كثيرة","كثيرة","كثيرة","false","",""
