"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"86","228:0","TAKE","خذ","{""arabic"":""خذ"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""verb""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":null}","خذ is the normal take imperative; semantic event is preserved.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""خذ"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""partOfSpeech"":""verb"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"87","165:3","READ","قراءة","{""arabic"":""قراءة"",""status"":""review"",""register"":""uncertain""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":null,""partOfSpeech"":""verb"",""sense"":""read action expressed by Arabic masdar""}","قراءة naturally names the read event and can cite an action. Label the English reading/action sense without rejecting masdar morphology.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high"",""partOfSpeech"":""high"",""sense"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""قراءة"",""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""partOfSpeech"":""verb"",""sense"":""read action expressed by Arabic masdar""}","","false"
"88","200:0","MUST","لازم","{""arabic"":""لازم"",""status"":""review"",""register"":""msa""}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":null,""preferredForArToEn"":null}","لازم has legitimate standard necessary/adherent readings and colloquial modal uses. MUST needs a context-specific usage decision; do not mark the whole word dialect.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","verb-inflection","{""arabic"":""لازم"",""status"":""review"",""register"":""msa""}","","true"
"89","244:0","LONG","لونغ","{""arabic"":""لونغ"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","لونغ is not an established MSA translation of the long property. Keep both directions disallowed; register remains uncertain and status becomes review under the revised register rule.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""لونغ"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"90","452:2","SECOND","تاني","{""arabic"":""تاني"",""status"":""rejected"",""register"":""dialect"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""dialect"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","تاني in the second sense is established colloquial usage; this relationship does not meet the MSA policy.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""تاني"",""status"":""rejected"",""register"":""dialect"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"91","313:3","PERSONAL","البيانات الشخصية","{""arabic"":""البيانات الشخصية"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","البيانات الشخصية names personal data, not the adjective PERSONAL. It introduces a substantive concept, not merely grammatical adaptation.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""البيانات الشخصية"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"92","468:2","FRIEND","صديقي","{""arabic"":""صديقي"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","صديقي is my friend and can be natural when addressing someone as friend. Do not reject every possessive adaptation; this isolated sense needs confirmation.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""صديقي"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"93","30:1","WILL","راح","{""arabic"":""راح"",""status"":""rejected"",""register"":""dialect"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""dialect"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","راح as a future WILL marker is colloquial; the standard departed reading of the same spelling does not validate this particular relationship.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""راح"",""status"":""rejected"",""register"":""dialect"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"94","312:1","ART","ارت","{""arabic"":""ارت"",""status"":""rejected"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""uncertain"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","ارت is a phonetic rendering/name, not a certified Arabic art concept. Withhold both directions while register remains unclassified.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""ارت"",""status"":""review"",""register"":""uncertain"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"95","440:5","ACTION","الإجراء المتخذ","{""arabic"":""الإجراء المتخذ"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""rejected"",""register"":""msa"",""allowedForEnToAr"":false,""allowedForArToEn"":false,""preferredForEnToAr"":false,""preferredForArToEn"":false}","الإجراء المتخذ adds the substantive taken/completed qualification to action; this is not a generic action equivalent.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""الإجراء المتخذ"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","true"
"96","144:0","VIDEO","بالفيديو","{""arabic"":""بالفيديو"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","بالفيديو can naturally occur where English VIDEO modifies a communication medium. Isolated use needs context, so rejection solely for a preposition is too strong.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""بالفيديو"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"97","323:0","TEXT","نصوص","{""arabic"":""نصوص"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","نصوص is plural texts, but TEXT can denote written material collectively. Defer the collective sense instead of automatically rejecting number differences.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""نصوص"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
"98","93:1","PRICE","الاسعار","{""arabic"":""الاسعار"",""status"":""rejected"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false}","{""status"":""review"",""register"":""msa"",""allowedForEnToAr"":null,""allowedForArToEn"":null,""preferredForEnToAr"":false,""preferredForArToEn"":false}","الاسعار has both a hamza issue and a plural reading; contextual price/prices usage needs review, not automatic morphological rejection.","medium","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""medium"",""allowedForArToEn"":""medium"",""preferredForEnToAr"":""medium"",""preferredForArToEn"":""medium""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-rejection","{""arabic"":""الاسعار"",""status"":""review"",""register"":""msa"",""preferredForEnToAr"":false,""preferredForArToEn"":false,""allowedForEnToAr"":false,""allowedForArToEn"":false}","false","false"
